bikes_available,docks_available,is_renting,is_returning,last_updated,station_id,name,latitude,longitude
19,8,true,true,1594114954,f90f6aaad26eb05d21715875bee33c86,Alameda St at Henry Adams St,37.7685457411846,-122.404402792454
0,26,true,true,1594115085,423,W 54 St & 9 Ave,40.76584941,-73.98690506
13,10,true,true,1594114955,32fec07f466d23ac5fa8be2e05d17312,San Pedro St at Hedding St,37.352601,-121.905733
16,7,true,true,1594115085,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848
10,8,true,true,1594114954,aef71869dbbdf150a0e6807bc3512730,Skyport Dr at Technology Dr,37.3652265519102,-121.916814744473
6,13,true,true,1594114954,bd6bf51c4defa1eba0c9bdbc8478b3ce,MLK Jr Way at 14th St,37.8061628,-122.2760402
9,14,true,true,1594115085,3405,5 St & 6 Ave,40.6704836,-73.98208968
4,21,true,true,1594115085,3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126
14,9,true,true,1594114954,2e148870409210e664005a58263b186a,Cahill Park,37.3291186681478,-121.904575824738
1,26,true,true,1594115085,3504,E 123 St & Lexington Ave,40.8029263,-73.9379
4,15,true,true,1594115085,3936,W 133 St & 12 Ave,40.820003,-73.959089
10,4,true,true,1594114954,e4484b938889737f1687d11b6ff02341,San Carlos St at Market St,37.330698,-121.888979
9,14,true,true,1594114954,840924c8e286486604f62ef9c02ef185,MLK Jr Way at University Ave,37.8717192,-122.2730677
3,15,true,true,1594114954,96bae776dd2cf75e6ed06895761636af,Jersey St at Church St,37.7509004,-122.4274114
4,29,true,true,1594115085,3630,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308
2,0,true,true,1594115085,3565,36 Ave & 10 St,40.7614376,-73.9411265
7,12,true,true,1594114955,59f57a632668a24ab18d8bc9ff703af2,23rd St at Taylor St,37.3600013909666,-121.878778338432
3,17,true,true,1594115085,3726,Center Blvd & 51 Ave,40.7433660802702,-73.95960688591
12,8,true,true,1594115085,3080,S 4 St & Rodney St,40.70934,-73.95608
7,24,true,true,1594115085,3137,5 Ave & E 73 St,40.77282817,-73.96685276
13,32,true,true,1594115085,3226,W 82 St & Central Park West,40.78275,-73.97137
17,7,true,true,1594115085,3105,N 15 St & Wythe Ave,40.724055,-73.955736
10,7,true,true,1594115085,3191,Union St,40.7182113,-74.0836394
15,6,true,true,1594115085,3770,Central Ave & Flushing Ave,40.702831,-73.9333
2,23,true,true,1594115085,3879,Broadway & Madison St,40.68822,-73.91966
7,23,true,true,1594115085,3509,Lenox Ave & W 115 St,40.8011939,-73.9500739
20,7,true,true,1594115085,251,Mott St & Prince St,40.72317958,-73.99480012
7,13,true,true,1594115085,3605,31 Ave & Crescent St,40.7658346,-73.9265474
12,11,true,true,1594115085,3315,Henry St & Degraw St,40.6847514,-73.99917254
6,25,true,true,1594115085,3354,3 St & Prospect Park West,40.668132,-73.97363831
3,26,true,true,1594115085,3649,W 129 St & Convent Ave,40.8143944379158,-73.9532473683357
0,18,true,true,1594115085,3929,Willis Ave & E 141 St,40.81093,-73.921606
6,5,true,true,1594115085,2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056
19,4,true,true,1594114955,60031404d0e98d8de9b6531836dc0888,2nd St at Julian St,37.3411320354795,-121.892843842506
15,19,true,true,1594115085,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635
4,11,true,true,1594114954,efbe528107bed4defe202f50c2d6f2c0,Shattuck Ave at 55th St,37.8403643,-122.2644881
19,2,true,true,1594115085,3106,Driggs Ave & N Henry St,40.72325,-73.94308
8,11,true,true,1594114954,180d55e6003a97c9b507f3258084ea67,McCoppin St at Valencia St,37.7716624622162,-122.42242321372
5,12,true,true,1594115085,3691,28 Ave & 44 St,40.7640893235069,-73.9106512069702
25,5,true,true,1594115085,2000,Front St & Washington St,40.70255088,-73.98940236
15,0,true,true,1594115085,3279,Dixon Mills,40.7216301426384,-74.0499678254128
10,5,true,true,1594114955,35f5a7921e0006fdde8b661781c777f6,Indiana St at Cesar Chavez St,37.7504343570623,-122.390447258949
9,14,true,true,1594114953,da17603652106fda93da4e255a5b0a22,Oak St at 1st St,37.3221246254486,-121.881090402603
